Name,Win%,SOS,Pace,offRtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV,ORB,FT/FGA
Marshall,0.694,0.4976,0.8149999999999998,0.1898527004909984,0.24375000000000005,0.39583333333333337,0.2209677419354838,0.055846422338568985,0.31445603576751124,0.25563909774436083,0.47457627118644063,0.22711864406779672,0.1636363636363636,0.1778350515463918,0.3642172523961662
Maryland-Baltimore County,0.694,0.3264,0.46000000000000013,0.1644844517184942,0.18541666666666667,0.39062500000000006,0.16774193548387104,0.09773123909249566,0.3159463487332341,0.3834586466165414,0.16949152542372883,0.1983050847457628,0.1636363636363636,0.288659793814433,0.1789137380191694
Miami (FL),0.688,0.7584000000000001,0.38999999999999985,0.18412438625204583,0.1520833333333333,0.23437499999999997,0.1693548387096775,0.12390924956369985,0.15797317436661704,0.29323308270676685,0.3785310734463277,0.1983050847457628,0.1227272727272727,0.347938144329897,0.15974440894568695
Michigan State,0.857,0.764,0.4049999999999997,0.2602291325695581,0.29374999999999996,0.23958333333333331,0.24999999999999994,0.2460732984293194,0.4426229508196721,0.022556390977443594,0.8022598870056498,0.2627118644067796,0.20454545454545447,0.5515463917525774,0.40255591054313106
Michigan,0.805,0.8564,0.28500000000000014,0.20867430441898527,0.18541666666666667,0.3611111111111111,0.1903225806451612,0.11867364746945894,0.23397913561847994,0.29323308270676685,0.21468926553672316,0.22203389830508485,0.022727272727272728,0.25257731958762886,0.1948881789137381
Missouri,0.606,0.8475999999999999,0.3649999999999999,0.17675941080196395,0.3583333333333334,0.39583333333333337,0.20483870967741927,0.16928446771378713,0.2667660208643815,0.14285714285714282,0.39548022598870064,0.20847457627118654,0.29090909090909095,0.4020618556701031,0.46006389776357826
Montana,0.765,0.39,0.4950000000000003,0.19067103109656297,0.35000000000000003,0.08159722222222225,0.16612903225806458,0.1710296684118673,0.11028315946348732,0.39097744360902253,0.2768361581920904,0.1677966101694916,0.1409090909090909,0.4561855670103092,0.4185303514376998
Murray State,0.813,0.33880000000000005,0.4049999999999997,0.24386252045826512,0.33958333333333335,0.30208333333333337,0.23387096774193541,0.18499127399650964,0.24143070044709394,0.3157894736842105,0.2485875706214689,0.24406779661016964,0.15454545454545457,0.4484536082474227,0.44089456869009597
Nevada,0.784,0.6772,0.525,0.24549918166939444,0.3020833333333333,0.31076388888888895,0.21935483870967734,0.10296684118673645,0.28464977645305517,0.22556390977443602,0.37288135593220345,0.22711864406779672,0.00454545454545453,0.27835051546391754,0.40575079872204484
New Mexico State,0.824,0.436,0.5049999999999997,0.18003273322422259,0.14374999999999996,0.24652777777777776,0.1483870967741936,0.2181500872600349,0.17883755588673622,0.16541353383458646,0.24293785310734464,0.17796610169491534,0.14999999999999994,0.47938144329896915,0.13418530351437702
North Carolina Central,0.543,-0.01240000000000002,0.43999999999999984,0.15384615384615383,0.14999999999999997,0.14930555555555555,0.1483870967741936,0.17277486910994763,0.2906110283159464,0.12781954887218044,0.28813559322033905,0.1661016949152543,0.24999999999999992,0.4716494845360824,0.18210862619808313
North Carolina-Greensboro,0.771,0.32519999999999993,0.3450000000000003,0.17675941080196395,0.0979166666666667,0.39409722222222227,0.16451612903225812,0.2006980802792321,0.22056631892697476,0.4135338345864661,0.4576271186440679,0.18813559322033907,0.23636363636363641,0.47938144329896915,0.13738019169329077
North Carolina State,0.636,0.748,0.6049999999999998,0.21931260229132565,0.2583333333333334,0.20659722222222218,0.18709677419354848,0.11867364746945894,0.25484351713859915,0.33834586466165406,0.2768361581920904,0.20338983050847467,0.10909090909090911,0.4587628865979381,0.30670926517571884
North Carolina,0.703,0.9512,0.5850000000000002,0.22831423895253686,0.12916666666666674,0.21874999999999997,0.1693548387096775,0.225130890052356,0.34426229508196726,0.17293233082706766,0.384180790960452,0.17966101694915262,0.09545454545454544,0.5618556701030928,0.21086261980830673
Ohio State,0.735,0.8412000000000001,0.3950000000000003,0.20867430441898527,0.19375,0.20312500000000006,0.1999999999999999,0.17626527050610824,0.2175856929955291,0.24812030075187969,0.39548022598870064,0.2152542372881357,0.13636363636363635,0.3737113402061856,0.2715654952076678
Oklahoma,0.563,0.9024000000000001,0.825,0.19885433715220946,0.23750000000000004,0.31250000000000006,0.19838709677419344,0.10994764397905754,0.1833084947839047,0.20300751879699247,0.3785310734463277,0.20508474576271196,0.14999999999999994,0.32989690721649484,0.3354632587859425
Pennsylvania,0.727,0.3532,0.5100000000000001,0.1620294599018003,0.24166666666666672,0.3506944444444444,0.1758064516129033,0.13089005235602094,0.28315946348733234,0.18796992481203,0.15254237288135594,0.20169491525423738,0.13181818181818183,0.20618556701030935,0.2492012779552716
Providence,0.6,0.8892,0.475,0.1522094926350245,0.35000000000000003,0.18055555555555558,0.14193548387096777,0.10645724258289706,0.2384500745156483,0.29323308270676685,0.31073446327683624,0.13898305084745766,0.14545454545454542,0.3402061855670104,0.41533546325878606
Purdue,0.811,0.8296000000000001,0.4049999999999997,0.26350245499181674,0.2875,0.30555555555555564,0.2580645161290322,0.14485165794066313,0.2980625931445604,0.1954887218045113,0.4632768361581921,0.27627118644067794,0.09545454545454544,0.3144329896907217,0.3929712460063899
Radford,0.639,0.31679999999999997,0.16999999999999993,0.15384615384615383,0.18541666666666667,0.29861111111111116,0.13225806451612906,0.15357766143106452,0.2101341281669151,0.30075187969924805,0.2711864406779661,0.13559322033898308,0.19090909090909094,0.4664948453608248,0.2587859424920128
Rhode Island,0.765,0.6644,0.46000000000000013,0.1923076923076923,0.17291666666666666,0.16493055555555558,0.15000000000000005,0.11343804537521815,0.24739195230998515,0.3609022556390977,0.2937853107344633,0.16440677966101702,0.054545454545454515,0.3969072164948454,0.21405750798722045
San Diego State,0.667,0.6364,0.5200000000000002,0.19721767594108014,0.2895833333333333,0.23437499999999997,0.17258064516129037,0.17801047120418853,0.24143070044709394,0.24060150375939848,0.28813559322033905,0.17796610169491534,0.1227272727272727,0.4201030927835051,0.3610223642172524
Seton Hall,0.647,0.8844,0.5549999999999997,0.20867430441898527,0.2791666666666666,0.18229166666666669,0.18064516129032265,0.16753926701570684,0.2444113263785395,0.21804511278195485,0.2711864406779661,0.19491525423728823,0.14999999999999994,0.47938144329896915,0.3322683706070288
South Dakota State,0.8,0.4648,0.6149999999999999,0.24713584288052376,0.2833333333333333,0.359375,0.23225806451612896,0.15183246073298434,0.12965722801788382,0.07518796992481203,0.09039548022598873,0.23728813559322046,0.0181818181818182,0.23711340206185572,0.40575079872204484
St. Bonaventure,0.765,0.5844,0.4700000000000003,0.19639934533551553,0.3895833333333334,0.19444444444444448,0.18548387096774202,0.12216404886561955,0.2309985096870343,0.3233082706766917,0.36723163841807915,0.17288135593220347,0.10909090909090911,0.3505154639175258,0.5207667731629393
Stephen F. Austin,0.8,0.2216,0.6899999999999998,0.1931260229132569,0.37500000000000006,0.1579861111111111,0.20967741935483863,0.15881326352530545,0.17734724292101342,0.6240601503759399,0.30508474576271183,0.22033898305084756,0.28181818181818186,0.461340206185567,0.44089456869009597
Syracuse,0.622,0.8808,0.21000000000000013,0.13829787234042556,0.3895833333333334,0.17881944444444448,0.11612903225806454,0.15881326352530545,0.143070044709389,0.3759398496240601,0.7401129943502824,0.09322033898305083,0.1954545454545454,0.4896907216494846,0.4984025559105431
Tennessee,0.743,0.8847999999999999,0.3549999999999997,0.19476268412438622,0.28541666666666665,0.22916666666666666,0.16612903225806458,0.13787085514834205,0.3606557377049181,0.2781954887218045,0.480225988700565,0.15932203389830515,0.14999999999999994,0.4561855670103092,0.40575079872204484
Texas A&amp;M,0.629,0.9047999999999999,0.5450000000000003,0.16857610474631746,0.21250000000000002,0.18229166666666669,0.1483870967741936,0.1884816753926701,0.256333830104322,0.15037593984962405,0.6214689265536724,0.1694915254237289,0.2,0.4716494845360824,0.22364217252396168
Texas Christian,0.636,0.8672,0.5,0.2422258592471358,0.2583333333333334,0.22048611111111108,0.23225806451612896,0.19197207678883071,0.3710879284649777,0.25563909774436083,0.28813559322033905,0.25762711864406773,0.1590909090909091,0.47680412371134023,0.31629392971246006
Texas Southern,0.444,0.2588,0.6350000000000001,0.16612111292962353,0.4395833333333333,0.2517361111111111,0.16451612903225812,0.08726003490401396,0.14157973174366617,0.16541353383458646,0.28248587570621475,0.15423728813559326,0.14545454545454542,0.32989690721649484,0.5399361022364217
Texas Tech,0.73,0.8640000000000001,0.41499999999999987,0.18739770867430447,0.36458333333333337,0.19097222222222227,0.1758064516129033,0.15881326352530545,0.2533532041728763,0.3458646616541354,0.480225988700565,0.17966101694915262,0.1590909090909091,0.4458762886597938,0.428115015974441
Texas,0.559,0.9068,0.3450000000000003,0.1505728314238953,0.23333333333333336,0.27083333333333337,0.1306451612903226,0.11343804537521815,0.10134128166915059,0.24060150375939848,0.480225988700565,0.1457627118644068,0.1227272727272727,0.35824742268041243,0.24600638977635786
UCLA,0.636,0.7544,0.5700000000000003,0.20949263502454987,0.28541666666666665,0.31076388888888895,0.19838709677419344,0.14485165794066313,0.2309985096870343,0.14285714285714282,0.33898305084745767,0.20847457627118654,0.11818181818181817,0.32989690721649484,0.3642172523961662
Villanova,0.9,0.8896000000000001,0.5049999999999997,0.3011456628477905,0.1583333333333333,0.4340277777777778,0.2854838709677419,0.15532286212914484,0.23546944858420277,0.25563909774436083,0.35028248587570626,0.30677966101694915,0.06363636363636366,0.3530927835051547,0.27795527156549527
Virginia Tech,0.636,0.7487999999999999,0.4950000000000003,0.22504091653027822,0.30624999999999997,0.30208333333333337,0.25161290322580643,0.09249563699825475,0.30253353204172884,0.18796992481203,0.12994350282485875,0.27627118644067794,0.15454545454545457,0.21391752577319587,0.37380191693290743
Virginia,0.912,0.8428,0.030000000000000072,0.20376432078559742,0.056249999999999994,0.21701388888888887,0.1758064516129033,0.13438045375218155,0.23994038748137114,0.4135338345864661,0.4519774011299435,0.19152542372881365,0.0181818181818182,0.2912371134020619,0.13418530351437702
West Virginia,0.703,0.8543999999999999,0.525,0.22667757774140754,0.19791666666666669,0.2760416666666667,0.15645161290322585,0.15706806282722513,0.24292101341281677,0.43609022556390975,0.6553672316384181,0.15254237288135597,0.06363636363636366,0.5463917525773195,0.31309904153354634
Wichita State,0.758,0.6984,0.5,0.2602291325695581,0.2708333333333333,0.2899305555555556,0.2209677419354838,0.237347294938918,0.38450074515648297,0.06766917293233078,0.384180790960452,0.2322033898305086,0.09999999999999996,0.5154639175257733,0.3674121405750799
Wright State,0.714,0.3344,0.4950000000000003,0.1301145662847791,0.29166666666666663,0.21354166666666663,0.13387096774193552,0.14485165794066313,0.22056631892697476,0.2781954887218045,0.12429378531073448,0.1305084745762712,0.2,0.3427835051546392,0.3642172523961662
Xavier,0.829,0.858,0.6149999999999999,0.24549918166939444,0.39999999999999997,0.23090277777777776,0.24999999999999994,0.20244328097731243,0.28912071535022354,0.17293233082706766,0.23163841807909608,0.24576271186440693,0.14999999999999994,0.37628865979381443,0.5686900958466454
Arizona,0.865,0.7852,0.3649999999999999,0.2315875613747954,0.3895833333333334,0.13888888888888887,0.21612903225806443,0.20244328097731243,0.19970193740685543,0.18045112781954883,0.25423728813559326,0.20847457627118654,0.11818181818181817,0.45103092783505155,0.536741214057508
Arkansas,0.722,0.8240000000000001,0.5850000000000002,0.20621931260229134,0.33958333333333335,0.12152777777777775,0.18064516129032265,0.10471204188481675,0.17734724292101342,0.3834586466165414,0.4576271186440679,0.1694915254237289,0.10909090909090911,0.4149484536082475,0.4728434504792332
Baylor,0.771,0.9547999999999999,0.26499999999999985,0.2127659574468085,0.25000000000000006,0.17881944444444448,0.18709677419354848,0.2268760907504363,0.3159463487332341,0.16541353383458646,0.4915254237288135,0.19661016949152552,0.23636363636363641,0.6340206185567011,0.3258785942492013
Bucknell,0.743,0.38079999999999997,0.5350000000000001,0.18330605564648123,0.32083333333333336,0.2760416666666667,0.21290322580645155,0.12390924956369985,0.24143070044709394,0.33834586466165406,0.30508474576271183,0.23559322033898317,0.22272727272727275,0.28608247422680416,0.354632587859425
Butler,0.735,0.8892,0.3649999999999999,0.22176759410801958,0.31875000000000003,0.2621527777777778,0.21774193548387089,0.12390924956369985,0.18032786885245905,0.24060150375939848,0.23163841807909608,0.22372881355932214,0.06818181818181818,0.29639175257731964,0.4249201277955273
UC-Davis,0.639,0.2928,0.5100000000000001,0.1096563011456629,0.4041666666666666,0.1579861111111111,0.12903225806451615,0.12739965095986033,0.22205663189269748,0.16541353383458646,0.2655367231638418,0.12881355932203392,0.25909090909090915,0.3427835051546392,0.43450479233226846
Cincinnati,0.833,0.6996000000000001,0.2549999999999997,0.22749590834697214,0.2229166666666667,0.2361111111111111,0.16290322580645167,0.1710296684118673,0.2921013412816692,0.4060150375939849,0.5423728813559323,0.17966101694915262,0.045454545454545456,0.5128865979381443,0.2587859424920128
Creighton,0.714,0.838,0.6450000000000002,0.21931260229132565,0.12291666666666672,0.23090277777777776,0.23548387096774187,0.10122164048865614,0.2622950819672132,0.20300751879699247,0.1864406779661017,0.2745762711864407,0.14999999999999994,0.23711340206185572,0.15015974440894572
Dayton,0.75,0.6507999999999999,0.4700000000000003,0.19148936170212771,0.45416666666666666,0.27083333333333337,0.20161290322580636,0.10820244328097736,0.34426229508196726,0.4135338345864661,0.42937853107344637,0.21016949152542383,0.1409090909090909,0.2628865979381444,0.5079872204472844
Duke,0.757,0.9164,0.4950000000000003,0.24713584288052376,0.36458333333333337,0.2743055555555556,0.22903225806451608,0.14659685863874344,0.143070044709389,0.22556390977443602,0.37288135593220345,0.22711864406779672,0.1045454545454545,0.4123711340206186,0.5015974440894568
East Tennessee State,0.771,0.3956,0.5700000000000003,0.2021276595744681,0.44583333333333336,0.22048611111111108,0.22741935483870962,0.16753926701570684,0.23695976154992549,0.4436090225563909,0.5254237288135594,0.23898305084745775,0.2772727272727273,0.404639175257732,0.5175718849840256
Florida Gulf Coast,0.765,0.3432,0.46499999999999986,0.2315875613747954,0.23125000000000004,0.15625,0.214516129032258,0.18150087260034903,0.21460506706408344,0.22556390977443602,0.30508474576271183,0.23728813559322046,0.15454545454545457,0.4716494845360824,0.28434504792332277
Florida State,0.743,0.8347999999999999,0.6299999999999997,0.22585924713584282,0.3458333333333334,0.1527777777777778,0.1935483870967741,0.16055846422338574,0.1698956780923994,0.33834586466165406,0.5310734463276836,0.20847457627118654,0.09999999999999996,0.4639175257731959,0.3929712460063899
Florida,0.75,0.9203999999999999,0.5049999999999997,0.20049099836333878,0.3833333333333334,0.24479166666666666,0.17741935483870974,0.13612565445026173,0.13859910581222065,0.3759398496240601,0.4237288135593221,0.17288135593220347,0.1227272727272727,0.4175257731958764,0.48242811501597443
Gonzaga,0.949,0.6452,0.5450000000000003,0.2528641571194763,0.3583333333333334,0.18055555555555558,0.2419354838709677,0.19546247818499132,0.20715350223546944,0.29323308270676685,0.38983050847457623,0.25932203389830505,0.1045454545454545,0.365979381443299,0.44089456869009597
Iona,0.629,0.3812,0.6149999999999999,0.19967266775777417,0.19166666666666668,0.3038194444444445,0.19838709677419344,0.08202443280977317,0.2593144560357675,0.27067669172932335,0.19209039548022602,0.20338983050847467,0.1227272727272727,0.2912371134020619,0.30670926517571884
Iowa State,0.686,0.9575999999999999,0.5299999999999997,0.22094926350245497,0.12083333333333339,0.2916666666666667,0.2032258064516128,0.07329842931937178,0.23397913561847994,0.3834586466165414,0.25988700564971756,0.2305084745762713,0.03181818181818179,0.2577319587628867,0.16613418530351443
Jacksonville State,0.571,0.3504,0.26499999999999985,0.16530278232405893,0.2666666666666666,0.24652777777777776,0.1822580645161291,0.16055846422338574,0.2921013412816692,0.0827067669172932,0.36723163841807915,0.19322033898305094,0.2772727272727273,0.40979381443298973,0.3354632587859425
Kansas State,0.6,0.8992,0.375,0.1710310965630115,0.4041666666666666,0.23958333333333331,0.18387096774193556,0.09947643979057597,0.32935916542473925,0.42857142857142855,0.33898305084745767,0.19152542372881365,0.22272727272727275,0.35824742268041243,0.46006389776357826
Kansas,0.861,0.9692000000000001,0.5700000000000003,0.24468085106382984,0.29583333333333334,0.23263888888888887,0.2209677419354838,0.16579406631762653,0.24739195230998515,0.29323308270676685,0.38983050847457623,0.2491525423728815,0.14545454545454542,0.4716494845360824,0.3258785942492013
Kent State,0.611,0.41480000000000006,0.5350000000000001,0.17594108019639934,0.2291666666666667,0.21527777777777773,0.12096774193548389,0.18324607329842932,0.11326378539493297,0.24060150375939848,0.30508474576271183,0.11864406779661019,0.13636363636363635,0.5953608247422681,0.3003194888178914
Kentucky,0.842,0.8996000000000001,0.7149999999999999,0.2315875613747954,0.39791666666666664,0.1579861111111111,0.1903225806451612,0.16928446771378713,0.2041728763040239,0.18045112781954883,0.4915254237288135,0.19491525423728823,0.06818181818181818,0.45360824742268047,0.4664536741214057
Louisville,0.735,0.9259999999999999,0.425,0.21685761047463176,0.2541666666666667,0.16666666666666669,0.15645161290322585,0.18499127399650964,0.1564828614008942,0.30075187969924805,0.615819209039548,0.1694915254237289,0.06818181818181818,0.5412371134020619,0.2907348242811502
Marquette,0.594,0.8240000000000001,0.5549999999999997,0.24304418985270052,0.19166666666666668,0.3298611111111111,0.2596774193548387,0.10645724258289706,0.286140089418778,0.33082706766917286,0.28248587570621475,0.2745762711864407,0.1636363636363636,0.29381443298969073,0.31948881789137384
Maryland,0.727,0.8116,0.4049999999999997,0.18494271685761043,0.37500000000000006,0.32291666666666663,0.1790322580645162,0.11867364746945894,0.286140089418778,0.17293233082706766,0.42937853107344637,0.1847457627118645,0.2,0.3994845360824743,0.43450479233226846
Miami (FL),0.636,0.8628,0.23500000000000015,0.17021276595744678,0.26041666666666674,0.17534722222222224,0.1580645161290323,0.16579406631762653,0.14754098360655737,0.3157894736842105,0.35028248587570626,0.16271186440677973,0.21363636363636368,0.4587628865979381,0.3322683706070288
Michigan State,0.571,0.9,0.41000000000000014,0.16039279869067097,0.24375000000000005,0.26909722222222227,0.18870967741935474,0.15881326352530545,0.40834575260804773,0.04511278195488719,0.42937853107344637,0.2135593220338984,0.2772727272727273,0.347938144329897,0.2619808306709266
Michigan,0.684,0.8868,0.18999999999999986,0.25368248772504093,0.17291666666666666,0.39236111111111116,0.24999999999999994,0.07678883071553226,0.21907600596125193,0.24812030075187969,0.17514124293785313,0.2644067796610169,0.04090909090909092,0.2293814432989691,0.293929712460064
Middle Tennessee,0.861,0.4608,0.3200000000000003,0.2201309328968904,0.17916666666666667,0.1284722222222222,0.19516129032258056,0.18150087260034903,0.24590163934426232,0.33082706766917286,0.2259887005649718,0.21864406779661028,0.07727272727272724,0.38917525773195877,0.22364217252396168
Minnesota,0.706,0.8328,0.5149999999999999,0.15630114566284775,0.3708333333333334,0.1284722222222222,0.13225806451612906,0.12216404886561955,0.2876304023845008,0.16541353383458646,0.6553672316384181,0.12372881355932205,0.09545454545454544,0.3608247422680413,0.4440894568690097
Mount St. Mary's,0.556,0.3396,0.42000000000000026,0.11129296235679209,0.22083333333333335,0.25,0.14516129032258068,0.017452006980802792,0.12071535022354697,0.24812030075187969,0.2994350282485876,0.16271186440677973,0.23636363636363641,0.1907216494845361,0.24281150159744413
Nevada,0.8,0.5611999999999999,0.5450000000000003,0.21685761047463176,0.40624999999999994,0.30729166666666674,0.18548387096774202,0.15532286212914484,0.3278688524590164,0.14285714285714282,0.3785310734463277,0.18813559322033907,0.06818181818181818,0.37886597938144334,0.47603833865814693
New Mexico State,0.824,0.3272,0.5,0.21767594108019636,0.44375000000000003,0.2725694444444445,0.19677419354838702,0.19022687609075042,0.2593144560357675,0.09022556390977444,0.2994350282485876,0.1983050847457628,0.20909090909090908,0.5438144329896908,0.5271565495207668
New Orleans,0.625,0.2664,0.475,0.14484451718494273,0.4354166666666667,0.04340277777777777,0.17096774193548395,0.16404886561954624,0.3323397913561849,0.4135338345864661,0.24293785310734464,0.1677966101694916,0.3772727272727272,0.5438144329896908,0.5143769968051118
North Carolina Central,0.735,-0.004799999999999968,0.43999999999999984,0.1898527004909984,0.2562500000000001,0.26909722222222227,0.1612903225806452,0.14310645724258295,0.22056631892697476,0.24060150375939848,0.2485875706214689,0.17457627118644076,0.13181818181818183,0.4458762886597938,0.2907348242811502
North Carolina-Wilmington,0.829,0.45799999999999996,0.575,0.2667757774140752,0.20625000000000002,0.32291666666666663,0.21290322580645155,0.14136125654450266,0.22056631892697476,0.27067669172932335,0.22033898305084743,0.23898305084745775,0.022727272727272728,0.4432989690721649,0.24600638977635786
